0.005	0.006	0.002	0.006	0.006	0.004	0.006	0.014	0.033	0.076	0.123	0.151	0.159	0.143	0.114	0.087	0.063	0.045	0.034	0.026	0.017	0.013	0.010	0.007	0.005	0.006	-0.001	0.002	0.002	-0.001
0.003	0.005	0.003	0.003	0.003	0.003	0.005	0.011	0.027	0.047	0.071	0.084	0.083	0.075	0.059	0.045	0.035	0.024	0.019	0.016	0.010	0.007	0.006	0.008	0.004	0.003	0.003	0.004	0.001	0.000
-0.000	0.004	0.002	0.001	0.006	0.003	0.003	0.004	0.006	0.017	0.038	0.052	0.067	0.070	0.061	0.052	0.040	0.028	0.020	0.017	0.011	0.009	0.007	0.008	0.003	0.004	0.003	0.001	0.002	0.000
0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	-0.000	-0.000	0.000	-0.000
0.005	0.003	0.004	0.005	0.006	0.005	0.007	0.012	0.033	0.079	0.124	0.152	0.159	0.145	0.116	0.088	0.065	0.047	0.033	0.026	0.016	0.014	0.013	0.005	0.005	0.006	0.002	0.002	0.002	0.001
0.002	0.003	0.003	0.004	0.004	0.004	0.007	0.011	0.028	0.049	0.072	0.084	0.084	0.076	0.061	0.047	0.036	0.024	0.020	0.014	0.011	0.010	0.008	0.005	0.004	0.004	0.004	0.001	0.001	0.002
0.001	0.005	0.001	0.000	0.006	0.000	0.003	0.005	0.007	0.017	0.039	0.054	0.067	0.071	0.063	0.051	0.041	0.029	0.020	0.018	0.010	0.009	0.007	0.007	0.004	0.003	0.003	0.000	0.002	-0.000
-0.000	0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	0.000	0.000	0.000	-0.000
0.007	0.005	0.004	0.003	0.003	0.005	0.005	0.014	0.035	0.078	0.123	0.151	0.157	0.143	0.115	0.087	0.064	0.046	0.033	0.026	0.016	0.014	0.014	0.006	0.004	0.006	0.002	0.001	0.002	-0.000
0.001	0.006	0.004	0.004	0.004	0.004	0.005	0.013	0.026	0.049	0.070	0.084	0.084	0.075	0.061	0.045	0.035	0.023	0.019	0.015	0.010	0.009	0.005	0.004	0.004	0.004	0.002	0.002	0.001	0.003
0.000	0.006	0.001	0.001	0.007	0.001	0.003	0.004	0.006	0.018	0.038	0.054	0.066	0.072	0.062	0.052	0.041	0.029	0.020	0.019	0.011	0.010	0.007	0.008	0.004	0.005	0.004	0.001	0.001	0.001
0.000	-0.000	-0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	-0.000
0.006	0.005	0.004	0.005	0.005	0.004	0.005	0.012	0.033	0.079	0.119	0.147	0.158	0.143	0.113	0.087	0.063	0.044	0.035	0.026	0.017	0.015	0.013	0.006	0.006	0.007	0.002	0.002	0.002	-0.001
0.003	0.004	0.003	0.004	0.005	0.006	0.005	0.014	0.027	0.049	0.071	0.084	0.083	0.076	0.061	0.045	0.035	0.024	0.021	0.015	0.011	0.009	0.007	0.006	0.004	0.004	0.003	0.003	0.001	0.002
0.001	0.004	0.002	0.000	0.006	0.000	0.002	0.003	0.006	0.019	0.038	0.054	0.068	0.071	0.062	0.051	0.041	0.028	0.022	0.018	0.011	0.009	0.007	0.009	0.004	0.004	0.004	0.001	0.001	-0.000
-0.000	0.000	0.000	0.000	0.000	-0.000	0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	-0.000	-0.000
0.006	0.004	0.006	0.005	0.005	0.004	0.005	0.014	0.034	0.077	0.121	0.148	0.159	0.143	0.112	0.087	0.063	0.045	0.031	0.024	0.016	0.013	0.012	0.007	0.004	0.004	0.002	0.003	0.000	-0.002
0.003	0.004	0.003	0.002	0.004	0.003	0.004	0.013	0.026	0.048	0.069	0.082	0.082	0.075	0.060	0.047	0.036	0.025	0.021	0.014	0.011	0.009	0.008	0.005	0.004	0.002	0.003	0.002	0.002	0.001
-0.000	0.005	0.001	0.000	0.006	0.000	0.003	0.005	0.007	0.018	0.037	0.054	0.067	0.071	0.062	0.051	0.040	0.028	0.021	0.019	0.010	0.011	0.006	0.007	0.004	0.004	0.004	0.001	0.001	0.000
0.000	0.000	0.000	-0.000	0.000	-0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	0.000	-0.000
0.005	0.006	0.003	0.005	0.003	0.005	0.006	0.013	0.033	0.077	0.120	0.147	0.155	0.139	0.112	0.086	0.062	0.044	0.035	0.024	0.016	0.012	0.012	0.007	0.005	0.006	0.001	-0.000	0.005	-0.001
0.003	0.003	0.004	0.003	0.005	0.005	0.005	0.011	0.027	0.047	0.070	0.083	0.083	0.075	0.060	0.046	0.036	0.025	0.020	0.016	0.011	0.010	0.007	0.006	0.004	0.003	0.003	0.002	0.001	0.001
0.000	0.003	0.001	0.000	0.007	0.001	0.003	0.005	0.006	0.016	0.039	0.053	0.066	0.070	0.063	0.051	0.040	0.028	0.021	0.018	0.010	0.009	0.007	0.008	0.002	0.004	0.002	0.002	0.001	-0.000
-0.000	0.000	0.000	0.000	-0.000	0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	0.000	-0.000	0.000	-0.000	0.000	0.000	0.000	0.000	0.000
0.005	0.006	0.003	0.006	0.003	0.005	0.005	0.015	0.039	0.089	0.138	0.171	0.177	0.157	0.127	0.097	0.069	0.049	0.038	0.030	0.017	0.012	0.012	0.008	0.006	0.004	0.003	0.003	0.001	-0.002
