0.005	0.004	0.005	0.004	0.004	0.006	0.005	0.011	0.030	0.072	0.112	0.141	0.148	0.134	0.109	0.082	0.059	0.044	0.030	0.023	0.016	0.012	0.011	0.006	0.005	0.007	0.001	0.001	0.002	-0.001
0.001	0.003	0.001	0.003	0.003	0.003	0.004	0.009	0.021	0.042	0.061	0.073	0.074	0.069	0.054	0.041	0.032	0.022	0.016	0.012	0.009	0.007	0.006	0.003	0.004	0.003	0.001	0.002	0.002	0.001
-0.001	0.002	0.002	0.001	0.004	0.002	0.001	0.005	0.006	0.016	0.033	0.049	0.060	0.065	0.058	0.047	0.038	0.025	0.019	0.017	0.009	0.009	0.005	0.006	0.004	0.003	0.003	0.001	0.001	0.002
-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	0.000	0.000	-0.000	0.000	-0.000	0.000	-0.000	0.000	-0.000	0.000
0.004	0.004	0.004	0.005	0.004	0.004	0.006	0.012	0.030	0.069	0.113	0.138	0.146	0.131	0.104	0.080	0.058	0.040	0.030	0.022	0.015	0.012	0.010	0.007	0.004	0.006	0.001	0.001	0.002	-0.001
0.002	0.004	0.001	0.003	0.003	0.003	0.003	0.008	0.022	0.041	0.061	0.072	0.074	0.065	0.052	0.040	0.030	0.021	0.016	0.012	0.009	0.007	0.006	0.005	0.003	0.002	0.001	0.002	-0.000	0.000
0.001	0.003	0.003	0.001	0.005	0.001	0.004	0.005	0.006	0.016	0.034	0.047	0.060	0.065	0.058	0.047	0.037	0.026	0.020	0.017	0.010	0.010	0.005	0.006	0.005	0.003	0.003	0.000	-0.000	0.000
0.000	-0.000	0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	0.000	-0.000	0.000	-0.000	0.000	0.000	0.000	-0.000	0.000	-0.000	-0.000	0.000
0.006	0.005	0.004	0.006	0.003	0.004	0.006	0.013	0.029	0.068	0.109	0.134	0.140	0.127	0.102	0.077	0.056	0.039	0.029	0.020	0.015	0.010	0.011	0.005	0.004	0.004	0.002	0.002	0.003	-0.001
0.002	0.003	0.002	0.002	0.003	0.005	0.005	0.009	0.021	0.040	0.059	0.070	0.072	0.065	0.050	0.038	0.028	0.021	0.016	0.013	0.008	0.006	0.006	0.005	0.004	0.002	0.001	0.001	0.001	0.001
0.000	0.004	0.003	0.001	0.006	0.001	0.002	0.003	0.006	0.015	0.034	0.047	0.059	0.063	0.057	0.046	0.036	0.026	0.017	0.016	0.009	0.008	0.007	0.006	0.003	0.002	0.003	0.001	0.003	0.000
0.000	-0.000	0.000	-0.000	0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000
0.005	0.003	0.004	0.004	0.004	0.005	0.006	0.012	0.028	0.063	0.103	0.130	0.136	0.123	0.098	0.074	0.053	0.037	0.027	0.021	0.015	0.011	0.010	0.005	0.004	0.004	0.002	0.001	0.000	0.000
0.003	0.003	0.003	0.003	0.004	0.003	0.004	0.007	0.020	0.039	0.057	0.067	0.067	0.061	0.049	0.036	0.028	0.020	0.015	0.012	0.008	0.007	0.006	0.004	0.004	0.002	0.001	0.001	-0.000	0.001
0.002	0.004	0.002	0.001	0.005	0.001	0.002	0.003	0.006	0.016	0.034	0.047	0.058	0.064	0.054	0.045	0.035	0.025	0.017	0.014	0.009	0.008	0.005	0.007	0.004	0.004	0.003	0.001	0.001	0.001
-0.000	-0.000	-0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	0.000	0.000	-0.000	0.000	-0.000	0.000	0.000	-0.000
0.004	0.004	0.004	0.004	0.003	0.004	0.005	0.012	0.028	0.061	0.099	0.122	0.133	0.119	0.094	0.070	0.052	0.036	0.026	0.020	0.012	0.011	0.008	0.004	0.004	0.003	0.002	-0.000	0.004	-0.003
0.001	0.003	0.003	0.001	0.003	0.002	0.004	0.009	0.020	0.036	0.055	0.062	0.064	0.057	0.046	0.035	0.026	0.020	0.014	0.010	0.008	0.007	0.005	0.004	0.002	0.004	0.002	0.001	0.001	0.001
-0.000	0.003	0.002	0.001	0.006	0.001	0.002	0.002	0.006	0.015	0.032	0.046	0.057	0.060	0.053	0.043	0.035	0.022	0.016	0.014	0.008	0.007	0.006	0.005	0.003	0.003	0.003	0.001	0.002	0.000
-0.000	-0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000	0.000	-0.000	-0.000	0.000	0.000	-0.000	-0.000
0.004	0.004	0.004	0.004	0.004	0.004	0.005	0.011	0.026	0.059	0.098	0.120	0.127	0.115	0.091	0.069	0.049	0.034	0.026	0.019	0.014	0.012	0.008	0.005	0.002	0.004	0.002	-0.001	0.003	-0.001
0.003	0.003	0.003	0.003	0.002	0.003	0.002	0.009	0.019	0.036	0.052	0.062	0.062	0.056	0.045	0.034	0.026	0.019	0.014	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.001	0.001	0.000	0.000
0.000	0.003	0.002	0.001	0.005	-0.000	0.003	0.003	0.005	0.014	0.030	0.043	0.053	0.057	0.049	0.041	0.032	0.023	0.016	0.013	0.007	0.008	0.006	0.007	0.004	0.002	0.003	0.000	0.000	-0.000
0.000	0.000	0.000	-0.000	0.000	-0.000	-0.000	0.000	0.000	0.000	-0.000	-0.000	-0.000	-0.000	-0.000	0.000	-0.000	0.000	-0.000	0.000	0.000	0.000	-0.000	-0.000	0.000	-0.000	0.000	0.000	-0.000	-0.000
0.004	0.005	0.003	0.004	0.005	0.004	0.005	0.010	0.030	0.066	0.106	0.131	0.138	0.125	0.099	0.074	0.053	0.038	0.027	0.022	0.015	0.010	0.009	0.006	0.003	0.006	0.002	0.001	0.001	-0.003
0.002	0.004	0.002	0.002	0.002	0.004	0.004	0.008	0.021	0.041	0.057	0.068	0.068	0.061	0.049	0.037	0.027	0.020	0.015	0.012	0.009	0.007	0.007	0.005	0.004	0.002	0.001	0.001	0.001	0.000
